mel,label
"[[-0.7304141  -0.62559056 -0.6194397  ... -1.0495323  -0.9434086
  -0.811284  ]
 [-0.5389843  -0.40148407 -0.53090966 ... -0.760692   -1.0360352
  -0.88426995]
 [-0.42598495 -0.27922952 -0.46056882 ... -0.6240261  -1.0870334
  -0.9880878 ]
 ...
 [-1.0870334  -1.0870334  -1.0870334  ... -1.0870334  -1.0870334
  -1.0870334 ]
 [-1.0870334  -1.0870334  -1.0870334  ... -1.0870334  -1.0870334
  -1.0870334 ]
 [-1.0870334  -1.0870334  -1.0870334  ... -1.0870334  -1.0870334
  -1.0870334 ]]",1
"[[-1.3718126  -1.0280925  -1.0397085  ... -1.2764143  -1.1544187
  -1.177106  ]
 [-0.55547076 -0.67858416 -0.786527   ... -1.1053511  -1.1224109
  -0.6432777 ]
 [-0.35440424 -0.5167156  -0.6460093  ... -0.9916503  -1.0887059
  -0.45776308]
 ...
 [-0.08234081  0.15303265  0.30466977 ... -1.9127969  -1.3626288
  -1.2003211 ]
 [-0.11846829  0.19598895  0.19585536 ... -1.9127969  -1.9127969
  -1.1803412 ]
 [-1.0049803  -0.6183091  -0.3644883  ... -1.9127969  -1.9127969
  -1.9127969 ]]",1
"[[ 0.96514046 -1.655635   -1.5044562  ... -1.0684733  -0.8502606
  -1.2987746 ]
 [ 1.0141984  -1.2577     -1.6324053  ... -1.0219332  -0.96491224
  -1.4659183 ]
 [ 1.062412   -1.0767571  -1.8523002  ... -0.975675   -1.1470766
  -1.8491    ]
 ...
 [-1.558334   -1.3834381  -1.1365749  ... -1.231248   -1.2086439
  -1.4006813 ]
 [-1.9160377  -1.4513023  -1.5166417  ... -1.8569494  -1.4983147
  -1.9945989 ]
 [-2.2601736  -2.2601736  -2.2601736  ... -2.2601736  -2.2601736
  -2.2601736 ]]",1
"[[-1.3645785  -1.3645785  -1.3645785  ...  0.1441647  -0.92619926
  -0.40160155]
 [-1.3645785  -1.3645785  -1.3645785  ...  0.30901787 -0.03342207
  -0.09092904]
 [-1.3645785  -1.3645785  -1.3645785  ...  0.4116068   0.13724858
   0.04657269]
 ...
 [-1.3645785  -1.3645785  -1.3645785  ... -0.8282469  -0.68004876
  -1.025193  ]
 [-1.3645785  -1.3645785  -1.3645785  ... -1.3237606  -1.3645785
  -1.3645785 ]
 [-1.3645785  -1.3645785  -1.3645785  ... -1.3645785  -1.3645785
  -1.3645785 ]]",0
"[[-0.09114293  0.012053   -0.25577694 ... -0.6150012  -0.1095971
  -0.11299357]
 [ 0.52131873  0.04191513  0.5542751  ... -0.22250867 -0.06739186
   0.05542356]
 [ 0.7203955   0.07415522  0.76388544 ... -0.04809609 -0.02501829
   0.17032751]
 ...
 [-1.0653644  -1.8026226  -1.8026226  ... -0.8694077  -1.1679451
  -0.96569884]
 [-1.2804034  -1.8026226  -1.8026226  ... -0.96263844 -1.4724414
  -1.4632566 ]
 [-1.7532135  -1.8026226  -1.8026226  ... -1.8026226  -1.8026226
  -1.8026226 ]]",1
"[[ 0.98722285  2.2097886   1.6418614  ... -0.5096469  -0.5096469
  -0.5096469 ]
 [ 0.8790999   2.018587    1.7242414  ... -0.5096469  -0.5096469
  -0.5096469 ]
 [ 0.71516395  1.470481    1.7963125  ... -0.5096469  -0.5096469
  -0.5096469 ]
 ...
 [-0.3393704   0.45111728 -0.5096469  ... -0.5096469  -0.5096469
  -0.5096469 ]
 [-0.30413553  0.4225713  -0.5096469  ... -0.5096469  -0.5096469
  -0.5096469 ]
 [-0.5096469  -0.5096469  -0.5096469  ... -0.5096469  -0.5096469
  -0.5096469 ]]",0
"[[ 1.1350636   0.14035973  0.5451641  ...  0.7127121   0.35130316
  -0.0948329 ]
 [ 1.3737557   1.3635969   1.4345412  ...  1.287971    1.4348024
   0.8475152 ]
 [ 1.5039676   1.5539072   1.6214222  ...  1.4637085   1.6241727
   1.0352666 ]
 ...
 [-1.1111583  -1.1797847  -0.8939762  ... -1.2889131  -1.1088072
  -1.2279717 ]
 [-1.3773086  -1.3773086  -1.2724826  ... -1.3773086  -1.3773086
  -1.3773086 ]
 [-1.3773086  -1.3773086  -1.3773086  ... -1.3773086  -1.3773086
  -1.3773086 ]]",1
"[[ 0.66973984  0.19336042  2.1722486  ...  2.7008839   2.3733368
   2.5929987 ]
 [ 0.75369936  0.7187657   1.9948561  ...  2.5306623   2.2026992
   2.4117239 ]
 [ 0.8228966   0.89213824  1.0898203  ...  1.878361    1.5408611
   0.96550727]
 ...
 [-0.5914325  -1.2576679  -1.2576679  ... -1.2576679  -1.2576679
  -1.2576679 ]
 [-0.7930184  -1.2576679  -1.2576679  ... -1.2576679  -1.2576679
  -1.2576679 ]
 [-1.1770309  -1.2576679  -1.2576679  ... -1.2576679  -1.2576679
  -1.2576679 ]]",0
"[[ 0.20595473  0.25962704  0.29980907 ...  0.06370523  0.30031782
   0.02347262]
 [ 0.4374117   0.87027276  0.77791375 ...  0.8330721   0.4038303
   0.7615984 ]
 [ 0.5623397   1.0407374   0.9399987  ...  1.0090479   0.48238322
   0.9367521 ]
 ...
 [-0.7954914  -0.615325   -0.0448979  ... -0.8724833  -0.856698
  -0.8681491 ]
 [-1.1375246  -0.79033625 -0.3860879  ... -1.0500089  -1.0567071
  -1.1573074 ]
 [-1.2788203  -1.2788203  -1.2788203  ... -1.2788203  -1.2788203
  -1.2788203 ]]",1
"[[-0.4251361  -0.48948395 -0.16288255 ...  0.09979647  0.26224986
  -0.30333835]
 [-0.52047837 -0.6153231  -0.22827922 ... -0.00669136  0.70134276
   0.3958336 ]
 [-0.6681783  -0.8578845  -0.3128593  ... -0.18431094  0.87150866
   0.5851479 ]
 ...
 [-0.9693539  -0.9693539  -0.9693539  ...  0.30556864  1.7419548
   1.9481183 ]
 [-0.9693539  -0.9693539  -0.9693539  ... -0.11949597  1.6141156
   1.6989009 ]
 [-0.9693539  -0.9693539  -0.9693539  ... -0.9693539  -0.16343682
   0.2225118 ]]",1
"[[-1.0070059  -1.0070059  -1.0070059  ...  0.44434056  0.32824415
   0.26132756]
 [-1.0070059  -1.0070059  -1.0070059  ...  0.51868963  0.5188917
   0.537438  ]
 [-1.0070059  -1.0070059  -1.0070059  ...  0.58212084  0.63563424
   0.6774665 ]
 ...
 [-1.0070059  -1.0070059  -1.0070059  ... -1.0070059  -1.0070059
  -0.85615104]
 [-1.0070059  -1.0070059  -1.0070059  ... -1.0070059  -1.0070059
  -1.0070059 ]
 [-1.0070059  -1.0070059  -1.0070059  ... -1.0070059  -1.0070059
  -1.0070059 ]]",1
"[[ 1.583149    0.5740231   0.17835973 ... -1.3784674  -1.3784674
  -1.3784674 ]
 [ 1.6372335   1.2697791   1.2106465  ... -1.3784674  -1.3784674
  -1.3784674 ]
 [ 1.6856531   1.4336029   1.3793105  ... -1.3784674  -1.3784674
  -1.3784674 ]
 ...
 [-0.58893466 -1.3784674  -1.3784674  ... -1.3784674  -1.3784674
  -1.3784674 ]
 [-0.7334801  -1.3784674  -1.3784674  ... -1.3784674  -1.3784674
  -1.3784674 ]
 [-0.92589015 -1.3784674  -1.3784674  ... -1.3784674  -1.3784674
  -1.3784674 ]]",1
"[[ 1.1893744   1.6059182   1.3369544  ...  1.5254136   1.228238
   1.2984798 ]
 [ 1.3093811   1.5031137   1.6897839  ...  1.6019609   1.1504376
   1.3599796 ]
 [ 1.3954419   1.3206857   1.8366548  ...  1.6653867   1.0359327
   1.4140123 ]
 ...
 [-0.85008025 -1.5165713  -1.5165713  ...  0.33258712 -0.10597263
  -1.3786966 ]
 [-1.090084   -1.5165713  -1.5165713  ... -0.22195184 -0.5393322
  -1.5165713 ]
 [-1.4360095  -1.5165713  -1.5165713  ... -1.3158501  -1.5165713
  -1.5165713 ]]",1
"[[ 0.55591553  0.23446628 -0.13900983 ... -0.48216945  0.16912062
   0.3301    ]
 [ 0.7748026   0.6830775   1.0362912  ... -0.3176506   0.3732959
   0.44791958]
 [ 0.9032687   0.8556802   1.2373816  ... -0.20804031  0.49713027
   0.53675103]
 ...
 [-1.045662   -1.045662   -1.045662   ... -1.045662   -1.045662
  -1.045662  ]
 [-1.045662   -1.045662   -1.045662   ... -1.045662   -1.045662
  -1.045662  ]
 [-1.045662   -1.045662   -1.045662   ... -1.045662   -1.045662
  -1.045662  ]]",1
"[[-0.85110664 -0.85110664 -0.68755877 ...  0.2747585   0.415221
   0.17769638]
 [-0.85110664 -0.85110664 -0.4166126  ...  0.45747054  0.49416384
   0.31877986]
 [-0.85110664 -0.85110664 -0.2755019  ...  0.5729945   0.560953
   0.4178842 ]
 ...
 [-0.85110664 -0.85110664 -0.85110664 ... -0.85110664 -0.85110664
  -0.85110664]
 [-0.85110664 -0.85110664 -0.85110664 ... -0.85110664 -0.85110664
  -0.85110664]
 [-0.85110664 -0.85110664 -0.85110664 ... -0.85110664 -0.85110664
  -0.85110664]]",0
"[[ 1.4440255   0.60178477  1.0776386  ... -0.546524   -0.546524
  -0.546524  ]
 [ 1.6374581   1.0192235   1.1170691  ... -0.546524   -0.546524
  -0.546524  ]
 [ 1.7608004   1.1946373   1.1570178  ... -0.546524   -0.546524
  -0.546524  ]
 ...
 [-0.546524   -0.546524   -0.546524   ... -0.546524   -0.546524
  -0.546524  ]
 [-0.546524   -0.546524   -0.546524   ... -0.546524   -0.546524
  -0.546524  ]
 [-0.546524   -0.546524   -0.546524   ... -0.546524   -0.546524
  -0.546524  ]]",0
"[[-9.1088170e-01 -2.4168576e-01 -3.5295647e-01 ... -8.7807554e-01
  -5.8092737e-01 -7.9955798e-01]
 [-8.4460390e-01 -3.9613437e-02  8.7324763e-04 ... -6.6019619e-01
  -6.4170235e-01 -7.8935480e-01]
 [-7.8668451e-01  7.9495050e-02  1.5316561e-01 ... -5.3642148e-01
  -7.1990681e-01 -7.7557880e-01]
 ...
 [ 6.6966289e-01  6.4242965e-01 -2.9854301e-01 ... -1.4027367e+00
  -1.4248568e+00 -1.4248568e+00]
 [ 4.2600027e-01  1.2971221e-01 -4.8178574e-01 ... -1.4248568e+00
  -1.4248568e+00 -1.4248568e+00]
 [-6.8487310e-01 -9.8625958e-01 -1.4248568e+00 ... -1.4248568e+00
  -1.4248568e+00 -1.4248568e+00]]",1
"[[-0.52843815 -0.14744303 -0.7308046  ... -0.7308046  -0.7308046
  -0.7308046 ]
 [-0.58617216 -0.18286273 -0.5936145  ... -0.7308046  -0.7308046
  -0.7308046 ]
 [-0.65854746 -0.22119796 -0.4657373  ... -0.7308046  -0.7308046
  -0.7308046 ]
 ...
 [-0.7308046  -0.7308046  -0.7308046  ... -0.7308046  -0.7308046
  -0.7308046 ]
 [-0.7308046  -0.7308046  -0.7308046  ... -0.7308046  -0.7308046
  -0.7308046 ]
 [-0.7308046  -0.7308046  -0.7308046  ... -0.7308046  -0.7308046
  -0.7308046 ]]",1
"[[-1.4244218  -1.0946403  -1.9464142  ... -0.03448388 -0.13810636
  -0.24569385]
 [-1.1657993  -0.75882226 -1.5673969  ... -0.19692458 -0.33173874
  -0.42401624]
 [-1.02475    -0.6006812  -1.3708717  ... -0.6290381  -1.5882101
  -1.037386  ]
 ...
 [-1.8943659  -1.4785117  -1.4959629  ... -1.6434408  -1.1492584
  -0.92694604]
 [-1.9464142  -1.9464142  -1.5666705  ... -1.9464142  -1.9464142
  -1.6254883 ]
 [-1.9464142  -1.9464142  -1.9464142  ... -1.9464142  -1.9464142
  -1.9464142 ]]",1
"[[ 3.3315735   1.6158123   1.4295578  ... -0.48589066 -0.48589066
  -0.48589066]
 [ 3.468146    1.4494139   1.9253092  ... -0.48589066 -0.48589066
  -0.48589066]
 [ 3.57105     1.0774239   2.1222107  ... -0.48589066 -0.48589066
  -0.48589066]
 ...
 [ 1.7808181  -0.3895377  -0.48589066 ... -0.48589066 -0.48589066
  -0.48589066]
 [ 1.589877   -0.48589066 -0.48589066 ... -0.48589066 -0.48589066
  -0.48589066]
 [ 1.1567092  -0.48589066 -0.48589066 ... -0.48589066 -0.48589066
  -0.48589066]]",1
"[[-2.0371504  -2.0371504  -2.0371504  ... -0.00216568 -0.3899927
  -0.3441524 ]
 [-2.0371504  -2.0371504  -2.0371504  ...  0.23838986 -0.30975714
  -0.3090454 ]
 [-2.0371504  -2.0371504  -2.0371504  ...  0.37365866 -0.24168517
  -0.27297845]
 ...
 [-2.0371504  -2.0371504  -2.0371504  ... -1.6843058  -2.0371504
  -1.9045469 ]
 [-2.0371504  -2.0371504  -2.0371504  ... -1.9028624  -2.0371504
  -1.9396788 ]
 [-2.0371504  -2.0371504  -2.0371504  ... -2.0371504  -2.0371504
  -2.0371504 ]]",0
"[[-5.4496493e-02 -1.0788561e-01  2.9509652e-01 ... -3.6180207e-01
  -7.0036447e-01 -8.8010144e-01]
 [-1.2049663e-01 -8.5451186e-04  1.9917843e-01 ... -4.0770286e-01
  -2.0255244e-01 -3.5915962e-01]
 [-2.1032676e-01  7.8997001e-02  3.7816510e-02 ... -4.6240515e-01
  -4.1061472e-02 -1.9605727e-01]
 ...
 [-1.3453609e+00 -1.0777491e+00 -1.2293291e+00 ... -1.4288410e+00
  -1.4288410e+00 -1.0971186e+00]
 [-1.4288410e+00 -1.2013543e+00 -1.4288410e+00 ... -1.4288410e+00
  -1.4288410e+00 -1.4192988e+00]
 [-1.4288410e+00 -1.4288410e+00 -1.4288410e+00 ... -1.4288410e+00
  -1.4288410e+00 -1.4288410e+00]]",1
"[[-0.40399763 -0.6590554  -0.65937054 ... -1.3617392  -0.46745777
  -0.8228304 ]
 [-0.17806667 -0.792957   -0.59138364 ... -0.72103435 -0.17417708
  -0.42100832]
 [-0.05257498 -1.0956243  -0.5324846  ... -0.53622323 -0.03310649
  -0.26303452]
 ...
 [ 1.5735201   1.2249041   1.2531233  ... -1.3617392  -1.3617392
   1.4247996 ]
 [ 1.3540365   0.9364383   1.1075648  ... -1.3617392  -1.3617392
   1.3653072 ]
 [ 0.71395594  0.1332132   0.32226658 ... -1.3617392  -1.3617392
   0.92181134]]",1
"[[ 1.0657569  -0.6317444  -1.3484241  ... -1.2540205  -1.3484241
  -0.96632594]
 [ 1.0747943  -0.6600723  -1.3484241  ... -0.7470359  -1.3484241
  -1.0077548 ]
 [ 1.0872804  -0.6894682  -1.2709702  ... -0.5834579  -1.3484241
  -1.0554593 ]
 ...
 [ 0.1925114   0.17913885 -0.40096873 ... -0.37289825 -1.0165149
  -1.292591  ]
 [-0.20024969 -0.13449281 -0.6194199  ... -0.7334513  -1.3484241
  -1.1674484 ]
 [-0.8505445  -0.98990345 -1.3484241  ... -1.3484241  -1.3484241
  -1.3484241 ]]",1
"[[-0.4526571  -0.05451832 -0.12122411 ... -0.5032123   0.20361157
   0.19697711]
 [-0.39649847 -0.15446904 -0.29362735 ...  0.6008794   0.28889123
   0.61439896]
 [-0.34385523 -0.30760518 -0.77944183 ...  0.81184554  0.3609626
   0.7894408 ]
 ...
 [-1.4345175  -1.0507287  -1.0203305  ... -1.5255648  -1.4446385
  -1.2045466 ]
 [-1.5255648  -1.5255648  -1.5255648  ... -1.5255648  -1.5255648
  -1.3245225 ]
 [-1.5255648  -1.5255648  -1.5255648  ... -1.5255648  -1.5255648
  -1.5255648 ]]",1
"[[ 1.7113031   0.19326589  0.1512059  ... -0.64649695 -0.18964209
  -0.3928604 ]
 [ 1.7153363   0.02975451 -0.00249258 ... -0.60961163 -0.29383248
  -0.291144  ]
 [ 1.7233312  -0.44537014 -0.3925862  ... -0.5722562  -0.4648965
  -0.21101315]
 ...
 [-1.1297693  -0.9799911  -1.0924525  ... -0.37623554 -0.25467616
  -0.29837346]
 [-1.1879615  -1.3022877  -1.308333   ... -0.8567885  -0.73059684
  -0.80481404]
 [-1.3427145  -1.3886589  -1.3886589  ... -1.3886589  -1.3886589
  -1.3886589 ]]",1
"[[ 0.94190806  0.62348413  0.7109657  ... -0.22250807 -0.12242112
  -0.14403911]
 [ 0.9756037   0.45350066  0.56106514 ... -0.27752218 -0.22441478
  -0.23637688]
 [ 1.0098753  -0.3198304   0.14303143 ... -0.34605947 -0.39799115
  -0.382869  ]
 ...
 [-0.47990596 -1.3794006  -1.5766537  ... -1.1801772  -1.1287057
  -1.2656296 ]
 [-0.6825687  -1.6270312  -1.6270312  ... -1.5742917  -1.6270312
  -1.6270312 ]
 [-0.995583   -1.6270312  -1.6270312  ... -1.6270312  -1.6270312
  -1.6270312 ]]",1
"[[ 0.05202528 -0.6060833  -0.2844291  ... -1.0202038  -1.1354339
  -0.07084551]
 [ 0.04527799 -0.42069247  0.03392909 ... -0.9792539  -1.0641437
   0.5079785 ]
 [ 0.04199744 -0.30473638  0.18420346 ... -0.93884623 -1.0023347
   0.68821967]
 ...
 [-1.2200229  -1.6481143  -1.6797676  ... -1.6800139  -1.6800139
  -0.9962215 ]
 [-1.1283234  -1.5588347  -1.6800139  ... -1.6800139  -1.6800139
  -1.5466737 ]
 [-1.3746827  -1.6800139  -1.6800139  ... -1.6800139  -1.6800139
  -1.6800139 ]]",0
"[[ 0.33659145  0.50989753  0.350307   ...  0.07030927 -0.02903242
  -0.1350375 ]
 [ 0.20882267  0.3404181   0.20691308 ...  0.35147497  0.17601354
   0.32819068]
 [-0.05539402 -0.32061508 -0.14322379 ...  0.49170518  0.2967206
   0.49517152]
 ...
 [-1.2621218  -1.2562737  -1.2621218  ...  1.7195727   0.24523629
  -0.5343073 ]
 [-1.2621218  -1.2621218  -1.2621218  ...  1.3276161   0.10018459
  -1.0225835 ]
 [-1.2621218  -1.2621218  -1.2621218  ... -0.05864637 -1.1083795
  -1.2621218 ]]",1
"[[ 1.1125121   0.20365965  0.27611777 ...  0.27263528  0.24478479
   0.12400214]
 [ 1.1571933   0.02883943  0.10500625 ...  0.09665546  0.07068249
  -0.04466176]
 [ 1.199972   -1.0715302  -0.71071726 ... -1.1991489  -0.9446043
  -0.76662487]
 ...
 [-0.5945662  -0.7312169  -0.44446728 ... -1.1991489  -0.88024926
  -0.7207299 ]
 [-0.855995   -1.1991489  -0.80360943 ... -1.1991489  -1.1991489
  -1.1991489 ]
 [-1.1991489  -1.1991489  -1.1991489  ... -1.1991489  -1.1991489
  -1.1991489 ]]",1
"[[-0.02607956 -0.24850544  0.18681596 ... -0.4018545  -0.11734596
  -0.19962287]
 [ 0.03557786 -0.40627024  0.2571787  ...  0.19124505  0.14280103
  -0.23736066]
 [ 0.0918837  -0.7922456   0.319397   ...  0.38177457  0.28533047
  -0.27796003]
 ...
 [-1.0240693  -1.0240693  -1.0240693  ... -1.0240693  -1.0240693
  -1.0240693 ]
 [-1.0240693  -1.0240693  -1.0240693  ... -1.0240693  -1.0240693
  -1.0240693 ]
 [-1.0240693  -1.0240693  -1.0240693  ... -1.0240693  -1.0240693
  -1.0240693 ]]",1
"[[-1.0099448  -1.0099448  -0.72423744 ... -0.32403734 -0.22623156
  -0.6974716 ]
 [-1.0099448  -1.0099448  -0.87426144 ... -0.3048205  -0.31835195
  -0.47828782]
 [-1.0099448  -1.0099448  -1.0099448  ... -0.28346047 -0.48006964
  -0.36356425]
 ...
 [-1.0099448  -1.0099448  -1.0099448  ... -1.0099448  -1.0099448
  -1.0099448 ]
 [-1.0099448  -1.0099448  -1.0099448  ... -1.0099448  -1.0099448
  -1.0099448 ]
 [-1.0099448  -1.0099448  -1.0099448  ... -1.0099448  -1.0099448
  -1.0099448 ]]",0
"[[-0.51202464 -0.51202464  0.5674659  ... -0.51202464 -0.51202464
  -0.51202464]
 [-0.51202464 -0.51202464  1.1007767  ... -0.51202464 -0.51202464
  -0.51202464]
 [-0.51202464 -0.51202464  1.2927357  ... -0.51202464 -0.51202464
  -0.51202464]
 ...
 [-0.51202464 -0.51202464 -0.51202464 ... -0.51202464 -0.51202464
  -0.51202464]
 [-0.51202464 -0.51202464 -0.51202464 ... -0.51202464 -0.51202464
  -0.51202464]
 [-0.51202464 -0.51202464 -0.51202464 ... -0.51202464 -0.51202464
  -0.51202464]]",0
"[[ 0.697607   -1.4218711  -1.2000384  ... -1.3745674  -1.2533712
  -1.1862231 ]
 [ 0.70202273 -1.4453154  -1.0541556  ... -1.413711   -1.1094003
  -1.0576117 ]
 [ 0.70948255 -1.4694277  -0.9630375  ... -1.4601437  -1.0189478
  -0.97281027]
 ...
 [-0.5526661  -1.4742503  -1.4742503  ...  0.29905948 -0.56662637
  -1.4742503 ]
 [-0.46066982 -1.4742503  -1.4742503  ... -0.19087937 -1.4742503
  -1.4742503 ]
 [-0.6353297  -1.4742503  -1.4742503  ... -1.2398529  -1.4742503
  -1.4742503 ]]",1
"[[ 8.4305584e-01  2.6030064e-01  3.5600063e-01 ...  2.9977795e-02
   4.4895795e-01  4.3030316e-01]
 [ 8.4312797e-01  5.1588857e-01  2.5584671e-01 ...  3.5269570e-01
   9.6136898e-01  4.8282379e-01]
 [ 8.4682095e-01  6.4824045e-01  8.6905144e-02 ...  4.9842063e-01
   1.1289792e+00  5.3121120e-01]
 ...
 [ 9.7494841e-01  3.5117841e-01 -2.5415230e-01 ... -1.3230861e+00
  -4.5596629e-02 -1.1788909e+00]
 [ 4.4817457e-01 -4.7650762e-04 -4.6702442e-01 ... -1.3230861e+00
  -3.5444796e-01 -1.2905625e+00]
 [-4.9627894e-01 -1.3230861e+00 -1.3230861e+00 ... -1.3230861e+00
  -1.3230861e+00 -1.3230861e+00]]",0
"[[ 1.2025268  -0.40904662 -0.4329046  ... -0.60196364 -0.6199627
  -1.039833  ]
 [ 1.2492951  -0.44375432 -0.17892094 ... -0.47133783 -0.23772092
  -0.2593535 ]
 [ 1.2945641  -0.4804663  -0.03949037 ... -0.37578666 -0.07224511
  -0.06257724]
 ...
 [-0.7620616   0.5699192  -0.2094241  ... -0.7878927  -1.271531
  -1.0456883 ]
 [-1.2909602   0.35522234 -0.19937468 ... -0.6050889  -1.439651
  -1.1782058 ]
 [-1.879428   -0.40851828 -0.91527814 ... -1.2242548  -1.9141684
  -1.9141684 ]]",0
"[[-0.8662497  -0.8662497   1.6226585  ... -0.8662497  -0.8662497
  -0.8662497 ]
 [-0.8662497  -0.8662497   1.4790268  ... -0.8662497  -0.8662497
  -0.8662497 ]
 [-0.8662497  -0.8662497   1.1280043  ... -0.8662497  -0.8662497
  -0.8662497 ]
 ...
 [-0.8662497  -0.8662497  -0.31575635 ... -0.8662497  -0.8662497
  -0.8662497 ]
 [-0.8662497  -0.8662497  -0.44001582 ... -0.8662497  -0.8662497
  -0.8662497 ]
 [-0.8662497  -0.8662497  -0.8662497  ... -0.8662497  -0.8662497
  -0.8662497 ]]",0
"[[ 0.42457095  1.1529657   1.106054   ...  0.82499325  0.5266582
   0.42528972]
 [ 0.48492944  1.1815978   1.2003635  ...  0.8650456   0.66432756
   0.88988024]
 [ 0.5392377   1.211942    1.2755531  ...  0.90459543  0.7608753
   1.058392  ]
 ...
 [-1.8397672  -0.63405234 -0.2684444  ... -0.17191623 -0.70267874
  -1.0639324 ]
 [-1.9571191  -1.0289574  -0.23908056 ... -0.45853764 -0.9098103
  -1.2144547 ]
 [-1.9571191  -1.9571191  -1.1105142  ... -1.2941849  -1.8926859
  -1.9571191 ]]",1
"[[ 0.11918817  0.30212742  0.39369208 ... -0.37185782 -0.12865369
  -0.1536334 ]
 [ 0.13574196  0.18376686  0.2622591  ... -0.4591159  -0.23791055
  -0.13244268]
 [ 0.1547742  -0.08973052 -0.10833959 ... -0.6054008  -0.46428117
  -0.10935409]
 ...
 [-1.064833   -1.064833   -1.064833   ... -1.064833   -1.064833
  -1.064833  ]
 [-1.064833   -1.064833   -1.064833   ... -1.064833   -1.064833
  -1.064833  ]
 [-1.064833   -1.064833   -1.064833   ... -1.064833   -1.064833
  -1.064833  ]]",1
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
"[[-1.2562155  -1.2562155   0.19567111 ...  0.7006132   0.38651687
   0.8570683 ]
 [-1.2562155  -1.2562155   0.47716144 ...  1.087756    0.7573116
   1.0470234 ]
 [-1.2562155  -1.2562155   0.6128349  ...  1.2399169   0.9074122
   1.1598517 ]
 ...
 [-1.2562155  -1.2562155  -1.2562155  ... -1.2162365  -1.2562155
  -1.2562155 ]
 [-1.2562155  -1.2562155  -1.2562155  ... -1.2562155  -1.2562155
  -1.2562155 ]
 [-1.2562155  -1.2562155  -1.2562155  ... -1.2562155  -1.2562155
  -1.2562155 ]]",1
"[[-1.0142941  -0.60732746  2.6727428  ...  0.8709299   0.8413992
   0.5328876 ]
 [-1.0142941  -0.7705733   2.489286   ...  0.69285977  0.6587074
   0.34741318]
 [-1.0142941  -1.0142941   1.4148829  ... -0.08048894 -0.3466954
  -1.0142941 ]
 ...
 [-1.0142941  -1.0142941  -1.0142941  ... -1.0142941  -1.0142941
   0.27019837]
 [-1.0142941  -1.0142941  -1.0142941  ... -1.0142941  -1.0142941
  -0.61548656]
 [-1.0142941  -1.0142941  -1.0142941  ... -1.0142941  -1.0142941
  -1.0142941 ]]",1
"[[-9.4487920e-02 -9.7272165e-02 -3.0068222e-01 ...  3.3584553e-01
   1.4910047e-01 -8.7984100e-02]
 [-8.8591807e-02 -2.4461731e-01  1.4639002e-01 ...  8.1500083e-01
   3.7267171e-02 -2.4756959e-01]
 [-7.9121031e-02 -6.6494966e-01  3.0600131e-01 ...  9.7745526e-01
  -1.7371008e-01 -8.3691466e-01]
 ...
 [-1.7107933e+00 -1.1873488e+00 -1.3845512e+00 ...  3.4684646e-01
   5.1511413e-01  1.0505141e-01]
 [-1.7107933e+00 -1.7107933e+00 -1.4443411e+00 ...  7.3818170e-04
   2.1044713e-01 -2.7587301e-01]
 [-1.7107933e+00 -1.7107933e+00 -1.7107933e+00 ... -8.4288764e-01
  -8.1887376e-01 -1.6054798e+00]]",1
"[[ 0.22526108 -1.892574   -1.682662   ... -1.6345048  -1.4731096
  -2.9564805 ]
 [ 0.25990677 -1.795718   -1.4084967  ... -1.3347449  -1.6085716
  -1.7926607 ]
 [ 0.29745406 -1.71237    -1.2457304  ... -1.1643608  -1.8313482
  -1.5392387 ]
 ...
 [-1.9265854  -1.7620391  -2.148017   ... -2.3035905  -1.5896461
  -0.983859  ]
 [-2.9571226  -2.8556333  -2.84071    ... -2.8031929  -2.4500597
  -1.3256191 ]
 [-3.39656    -3.7858164  -3.7858164  ... -3.7858164  -3.7858164
  -2.9614413 ]]",1
"[[ 1.4076443   0.46105108  0.31794497 ... -0.88009906 -0.88009906
  -0.88009906]
 [ 1.4590658   0.43067214  0.37040544 ... -0.88009906 -0.88009906
  -0.88009906]
 [ 1.506319    0.3985255   0.41838643 ... -0.88009906 -0.88009906
  -0.88009906]
 ...
 [-0.7642147  -0.34307128 -0.3934152  ... -0.88009906 -0.88009906
  -0.88009906]
 [-0.88009906 -0.6500387  -0.52781403 ... -0.88009906 -0.88009906
  -0.88009906]
 [-0.88009906 -0.88009906 -0.88009906 ... -0.88009906 -0.88009906
  -0.88009906]]",0
"[[ 0.2678785  -0.08904085 -0.2235681  ...  1.0404737   0.7846873
   1.8402926 ]
 [ 0.4380787  -0.17631282  0.20799497 ...  1.1526159   0.81299025
   1.6810093 ]
 [ 0.543426   -0.31477952  0.36268762 ...  1.2346402   0.8424975
   0.99828076]
 ...
 [-1.3719739  -1.3719739  -1.3719739  ... -1.3719739  -1.3719739
  -1.3719739 ]
 [-1.3719739  -1.3719739  -1.3719739  ... -1.3719739  -1.3719739
  -1.3719739 ]
 [-1.3719739  -1.3719739  -1.3719739  ... -1.3719739  -1.3719739
  -1.3719739 ]]",0
